timestamp;protocol;direction;filesize;senderTime;senderPackets;senderLostPackets;senderBytes;senderThroughput;receiverTime;receiverPackets;receiverLostPackets;receiverBytes;receiverThroughput;rawThroughput;senderPacketloss;revceiverPacketloss;receiverJitter;receiverOutOfOrder;senderRetransmits;tcp_max_cwnd_0;tcp_max_rtt_0;tcp_min_rtt_0;tcp_mean_rtt_0;bits_per_second_0
1607599545446;TCP;download;524288;0.719885;-1;-1;681460;7572987.352146523;0.683695;-1;-1;525349;6147173.8128844;-1.0;0.0;0.0;-1.0;-1;0;40544;31186;31186;31186;7572987.352146523
1607599559532;UDP;download;3145728;0.138443;29428;2542;42611744;2.812054636204069E8;0.665936;29428;2542;-1;5.11901972561928E8;5.11901972561928E8;8.638031806442843;8.0;0.1355926679086802;0;-1
1607599572674;UDP;upload;104858;0.003199;73;0;105704;3.3042825883088466E7;-1.0;-1;-1;-1;-1.0;2.6434260706470773E8;0.0;-1.0;-1.0;-1;-1
1607599586547;TCP;download;10485760;3.393424;-1;-1;11495672;2.710105663188567E7;3.359738;-1;-1;10490760;2.4979947841170948E7;-1.0;0.0;0.0;-1.0;-1;1;222992;38970;35166;37100;2.710105663188567E7
1607599599653;UDP;upload;7340032;1.199923;5070;0;7341360;6118192.584024142;-1.0;-1;-1;-1;-1.0;4.894554067219313E7;0.0;-1.0;-1.0;-1;-1
1607599613392;UDP;upload;6291456;2.132316;4345;26;6291560;2932919.886170718;-1.0;-1;-1;-1;-1.0;2.3604606446699273E7;0.5983889528193326;-1.0;-1.0;-1;-1
1607599626486;UDP;upload;1048576;0.020377;725;0;1049800;5.151886931344163E7;-1.0;-1;-1;-1;-1.0;4.12150954507533E8;0.0;-1.0;-1.0;-1;-1
1607599641046;UDP;download;7340032;0.566795;63717;2476;92262216;1.564533349800192E8;1.04902;63717;2476;-1;7.036069169319936E8;7.036069169319936E8;3.8859331104728723;3.0;0.08242907120636912;0;-1
1607599654150;TCP;upload;7340032;1.161966;-1;-1;7684104;5.290415726449827E7;1.230605;-1;-1;7035672;4.573797116052674E7;-1.0;0.0;0.0;-1.0;-1;5;2454360;198966;43779;128165;5.290415726449827E7
1607599667248;TCP;upload;7340032;1.20352;-1;-1;7696344;5.115889391119383E7;1.286383;-1;-1;7028952;4.371296573415538E7;-1.0;0.0;0.0;-1.0;-1;2;2468840;174539;37567;117738;5.115889391119383E7
1607599680713;TCP;download;7340032;2.669428;-1;-1;9113416;2.7311966458731983E7;2.635685;-1;-1;7348600;2.2304941599622108E7;-1.0;0.0;0.0;-1.0;-1;0;380824;40094;35307;37451;2.7311966458731983E7
1607599696696;TCP;download;9437184;5.409465;-1;-1;10315552;1.5255559653311372E7;5.336487;-1;-1;9446752;1.4161753977850972E7;-1.0;0.0;0.0;-1.0;-1;5;195480;133008;40699;72183;1.5255559653311372E7
1607599709978;TCP;download;2097152;1.78045;-1;-1;2588986;1.1632951220197141E7;1.729825;-1;-1;2100996;9716571.329469744;-1.0;0.0;0.0;-1.0;-1;0;118736;43193;35498;39345;1.1632951220197141E7
1607599723094;TCP;upload;7340032;1.313377;-1;-1;7697792;4.688854456869581E7;1.39084;-1;-1;6985512;4.018010410974663E7;-1.0;0.0;0.0;-1.0;-1;3;2522416;166264;44517;121961;4.688854456869581E7
1607599736229;UDP;download;3145728;0.195063;49693;2606;71955464;3.4953823123811287E8;0.735909;49693;2606;-1;7.82221323560386E8;7.82221323560386E8;5.2441993842191055;5.0;0.10975539466850623;68;-1
1607599749399;UDP;upload;7340032;1.16555;5070;0;7341360;6298622.967697653;-1.0;-1;-1;-1;-1.0;5.0388983741581224E7;0.0;-1.0;-1.0;-1;-1
1607599762507;TCP;upload;1048576;0.318411;-1;-1;1100820;2.7657838454073507E7;0.396153;-1;-1;733586;1.4814195525466172E7;-1.0;0.0;0.0;-1.0;-1;0;392408;62685;47160;51718;2.7657838454073507E7
1607599779273;UDP;upload;8388608;4.013476;5794;1616;8389712;1507357.7118687143;-1.0;-1;-1;-1;-1.0;1.6723083930239026E7;27.890921643079047;-1.0;-1.0;-1;-1
1607599793653;TCP;download;8388608;2.834946;-1;-1;10137828;2.8608172430797625E7;2.802986;-1;-1;8401296;2.3978131892203532E7;-1.0;0.0;0.0;-1.0;-1;0;434400;40108;34213;37868;2.8608172430797625E7
1607599807762;UDP;download;3145728;0.991402;94698;1813;137122704;1.356639183701465E8;1.258881;94698;1813;-1;8.71394223917908E8;8.71394223917908E8;1.9145071701619887;1.0;0.0034615896876766267;0;-1
1607599821862;UDP;download;4194304;0.22632;63058;2685;91307984;3.862676917638742E8;0.684703;63058;2685;-1;1.0668331700021762E9;1.0668331700021762E9;4.257984712486917;4.0;0.00950674619088789;50;-1
1607599834960;UDP;download;3145728;0.071302;22426;1235;32472848;4.3034652604415023E8;0.294029;22426;1235;-1;8.835277608671254E8;8.835277608671254E8;5.507000802639793;5.0;0.014695555900183788;0;-1
1607599848123;TCP;download;3145728;2.019504;-1;-1;3892976;1.5421513401310422E7;1.791002;-1;-1;3149400;1.4067655982517049E7;-1.0;0.0;0.0;-1.0;-1;0;172312;35542;34122;34813;1.5421513401310422E7
1607599865677;TCP;upload;9437184;6.403382;-1;-1;9893318;1.2360115951227024E7;6.706316;-1;-1;8995954;1.0731321339465661E7;-1.0;0.0;0.0;-1.0;-1;2;4469976;1859973;48022;974691;1.2360115951227024E7
1607599879029;UDP;upload;104858;0.002359;73;0;105704;4.480881729546418E7;-1.0;-1;-1;-1;-1.0;3.5847053836371344E8;0.0;-1.0;-1.0;-1;-1
1607599892174;UDP;download;5242880;0.191057;47674;2558;69031952;3.419292043735639E8;0.498276;47674;2558;-1;1.1083327633680933E9;1.1083327633680933E9;5.36560808826614;5.0;0.02805266050842998;0;-1
1607599905316;TCP;upload;104858;0.002061;-1;-1;110040;4.27132459970888E8;0.054927;-1;-1;9212;1341708.085276822;-1.0;0.0;0.0;-1.0;-1;0;14480;32173;32173;32173;4.27132459970888E8
